lemma	pos	count
キロ	ADV	1
キロオーバー	NOUN	1
キログラム	NOUN	1
キロジョギング	NOUN	1
キンキン	VERB	1
キンポウゲ	NOUN	1
キーウィ	PROPN	1
キーキー	ADV	1
キーチェンジ	VERB	1
キーッ	ADV	1
キーパー	NOUN	1
キーン	PROPN	1
ギイギイ	PROPN	1
ギガ	NOUN	1
ギガバイト	NOUN	1
ギクッ	ADV	1
ギザ	NOUN	1
ギザギザ	ADJ	1
ギザギザ	NOUN	1
ギザギザ	VERB	1
ギシギシ	NOUN	1
ギズモ	NOUN	1
ギセル	PROPN	1
ギックリ腰	NOUN	1
ギトギト	ADJ	1
ギトギト	VERB	1
ギネス	NOUN	1
ギバン	PROPN	1
ギブ	NOUN	1
ギブアンドテイク	NOUN	1
ギブソン	PROPN	1
ギブ・アンド・テイク	NOUN	1
ギプス	PROPN	1
ギムナジウム	NOUN	1
ギャップ	NOUN	1
ギャツビー	NOUN	1
ギャラ	NOUN	1
ギャロウェイ	PROPN	1
ギャンギャン	NOUN	1
ギヤ	NOUN	1
ギュ	ADV	1
ギュ	INTJ	1
ギュっ	ADV	1
ギュッ	ADV	1
ギュン	PROPN	1
ギヨーム	PROPN	1
ギラ	ADV	1
ギラギラ	VERB	1
ギリギリ	INTJ	1
ギルバート	PROPN	1
ギン	PROPN	1
ギンザケ	NOUN	1
ギーギー	PROPN	1
クアラルンブール	PROPN	1
クアラルンプール	PROPN	1
クウェート	PROPN	1
クエスト	NOUN	1
クエッション	NOUN	1
クエン	NOUN	1
クオピオ	PROPN	1
クオーター	NOUN	1
クサイ	NOUN	1
クサクサ	ADV	1
クシャン	PROPN	1
クジ	NOUN	1
クジャク	PROPN	1
クスクス	ADV	1
クスクス	NOUN	1
クスクス	PROPN	1
クスノキ	NOUN	1
クスリ	NOUN	1
クズ	NOUN	1
クズ	VERB	1
クズカゴ	NOUN	1
クズリ	PROPN	1
クセ	ADJ	1
クセノフォン	PROPN	1
クソ	INTJ	1
クソ	VERB	1
クソガキ	NOUN	1
クソッ	INTJ	1
クソ暑い	ADJ	1
クチ	NOUN	1
クチュール	NOUN	1
クッカー	NOUN	1
クッキング	NOUN	1
クックッ	ADV	1
クツ	NOUN	1
クニャクニャ	ADJ	1
クネクネ	VERB	1
クビ	VERB	1
クマ	ADV	1
クミ	PROPN	1
クミコ	NOUN	1
クモ	ADJ	1
クライブ	NOUN	1
クライマックス	NOUN	1
クラインガルテン	PROPN	1
クラウチ	PROPN	1
クラスター	NOUN	1
クラスメート	PROPN	1
クラッ	ADV	1
クラッカー	PROPN	1
クラッシュ	VERB	1
クラブハウス	NOUN	1
クラベ	PROPN	1
クランク	NOUN	1
クリエイター	NOUN	1
クリエイティブ	ADJ	1
クリスタル	NOUN	1
クリスチャン	PROPN	1
クリスト	PROPN	1
クリスマスイヴ	NOUN	1
クリック	NOUN	1
クリップ	VERB	1
クリミア	PROPN	1
クリンゴン	PROPN	1
クリーナー	NOUN	1
クリーム	PROPN	1
クルクル	ADV	1
クルクル	PROPN	1
クルツ	PROPN	1
クルマ	NOUN	1
クルン	PROPN	1
クルー	NOUN	1
クルー	PROPN	1
クレイステネス	PROPN	1
クレイトン	PROPN	1
クレオ	PROPN	1
クレカ	NOUN	1
クレマン	PROPN	1
クレンザー	NOUN	1
クレンペ	PROPN	1
クレージー	ADJ	1
クレーター	NOUN	1
クレープ	NOUN	1
クレーマー	PROPN	1
クレームフレーシュ	NOUN	1
クレーン	NOUN	1
クロ	ADJ	1
クロ	ADV	1
クロケット	PROPN	1
クロス	VERB	1
クロム	NOUN	1
クロライチョウ	NOUN	1
クロワッサン	PROPN	1
クローク	PROPN	1
クローズ	ADJ	1
クローゼット	PROPN	1
クローディア	PROPN	1
クロール	PROPN	1
クロール	VERB	1
クローン	NOUN	1
クワガタ	NOUN	1
クンニ	PROPN	1
クーパーズタウン	NOUN	1
クープ	PROPN	1
グイ	PROPN	1
ググる	PROPN	1
グサッ	ADV	1
グジュグジュ	VERB	1
グスタフ	PROPN	1
グズ	ADJ	1
グズグズ	PROPN	1
グダグダ	ADV	1
グダグダ	VERB	1
グチャグチャ	NOUN	1
グチョグチョ	ADJ	1
グッスリ	ADV	1
グツグツ	ADV	1
グデングデン	PROPN	1
グニャグニャ	VERB	1
グフフフフ	PROPN	1
グミベア	NOUN	1
グラアセ	NOUN	1
グライダー	PROPN	1
グラグラ	ADJ	1
グラタン	NOUN	1
グラタン	PROPN	1
グラノーラバー	NOUN	1
グラブ	NOUN	1
グラボ	NOUN	1
グラマー	ADJ	1
グラント	NOUN	1
グランマズ	PROPN	1
グリシャ	PROPN	1
グリズリー	PROPN	1
グリニッジ	NOUN	1
グリム	PROPN	1
グリンピース	NOUN	1
グリース	PROPN	1
グリーティング	NOUN	1
グリーン	ADJ	1
グル	NOUN	1
グル	PROPN	1
グルグル	ADV	1
グルグル	PROPN	1
グルテン	ADJ	1
グルーヴ	NOUN	1
グレる	VERB	1
グレイシー	PROPN	1
グレイハウンドバス	NOUN	1
グレイビー	PROPN	1
グレイビーソース	PROPN	1
グレネード	NOUN	1
グレート	ADJ	1
グレート	NOUN	1
グレープ	NOUN	1
グロッシェン	NOUN	1
グロリア	PROPN	1
グローリア	PROPN	1
グンタイアリ	PROPN	1
グースカ	ADV	1
グーチョキパー	PROPN	1
グーテンベルク	PROPN	1
グーテンベルグ	PROPN	1
ケア	NOUN	1
ケアプラン	NOUN	1
ケアレス	NOUN	1
ケイスケ	PROPN	1
ケイタイ	PROPN	1
ケイティ	PROPN	1
ケイドロ	NOUN	1
ケイドロ	PROPN	1
ケケ	ADV	1
ケシ	NOUN	1
ケジメ	NOUN	1
ケタケタ	ADV	1
ケタ違い	NOUN	1
ケチ	PROPN	1
ケチ	VERB	1
ケチュア	PROPN	1
ケネス	PROPN	1
ケネディ	NOUN	1
ケバケバ	ADV	1
ケバブ	NOUN	1
ケバヤ	ADV	1
ケパ	PROPN	1
ケフィア	PROPN	1
ケモナーアンチ	PROPN	1
ケルベロス	PROPN	1
ケレー	PROPN	1
ケロケロ	ADV	1
ケン	CCONJ	1
ケンイチ	NOUN	1
ケンケンパ	VERB	1
ケンジ	NOUN	1
ケンジ	PROPN	1
ケンタウリ	NOUN	1
ケンタッキ	PROPN	1
ケンタッキー	PROPN	1
ケンチャン	PROPN	1
ケンブリッジ	NOUN	1
ケヴィン	PROPN	1
ケー	PROPN	1
ケーキ	PROPN	1
ケータリング	NOUN	1
ケーティーホルムズ	PROPN	1
ケーニヒスベルク	PROPN	1
ケーブルタイ	NOUN	1
ケープ	NOUN	1
ケ月	NOUN	1
ゲ	NOUN	1
ゲアハルト	PROPN	1
ゲアリー	PROPN	1
ゲイ	PROPN	1
ゲス	NOUN	1
ゲッテル	PROPN	1
ゲップ	VERB	1
ゲテモノ	NOUN	1
ゲディミナス	PROPN	1
ゲラゲラ	ADV	1
ゲロ	PROPN	1
ゲンドウ	PROPN	1
ゲー	NOUN	1
ゲーセン	PROPN	1
ゲーテ	PROPN	1
ゲーリー	PROPN	1
コ	PROPN	1
コア	NOUN	1
コイ	NOUN	1
コイン	PROPN	1
コウノトリ	NOUN	1
コウモリ	PROPN	1
コケ	NOUN	1
コケコッコー	INTJ	1
コケコッコー	NOUN	1
ココイチ	NOUN	1
ココナッツ	PROPN	1
ココナツ	NOUN	1
コサイン	NOUN	1
コサージュ	NOUN	1
コショウ	VERB	1
コスタリカ	PROPN	1
コストコ	PROPN	1
コスパ	PROPN	1
コスプレ	NOUN	1
コスプレーヤー	NOUN	1
コスモス	NOUN	1
コズビ	NOUN	1
コタツ	NOUN	1
コチコチ	ADJ	1
コチコチ	NOUN	1
コチコチ	PROPN	1
コチラ	NOUN	1
コックリ	ADJ	1
コックリ	NOUN	1
コットン	NOUN	1
コッミット	NOUN	1
コツン	NOUN	1
コテージ	NOUN	1
コト	NOUN	1
コトコト	ADV	1
コナー	PROPN	1
コナーズ	PROPN	1
コニチカ	PROPN	1
コニー	PROPN	1
コネチカット	PROPN	1
コネリー	PROPN	1
コバルト	NOUN	1
コパコバナ	NOUN	1
コピる	VERB	1
コブ	NOUN	1
コブクロ	NOUN	1
コミコン	NOUN	1
コミックス	NOUN	1
コミヤコフ	PROPN	1
コミュ	VERB	1
コミュニティー	NOUN	1
コム	NOUN	1
コムロ	NOUN	1
コモンズ	NOUN	1
コヨミ	PROPN	1
コラ	NOUN	1
コラ	PROPN	1
コラプション	NOUN	1
コラボレーション	NOUN	1
コラムニスト	NOUN	1
コラーダ	NOUN	1
コリアンダー	NOUN	1
コリアンダー	PROPN	1
コリコリ	ADJ	1
コリコリ	VERB	1
コリー	PROPN	1
コルク	NOUN	1
コルコット	PROPN	1
コレクション	VERB	1
コレクター	NOUN	1
コレクターズ	NOUN	1
コレクト	VERB	1
コロ	NOUN	1
コロセウム	NOUN	1
コロッ	ADV	1
コロッケ	NOUN	1
コロッセオ	PROPN	1
コロニー	NOUN	1
コロン	NOUN	1
コロンボ	PROPN	1
コンガリ	ADV	1
コンクリート	ADJ	1
コンコルド	NOUN	1
コンコン	ADJ	1
コンコン	PROPN	1
コンコーダンス	NOUN	1
コンコード	NOUN	1
コンコード	PROPN	1
コンスタンティヌス	PROPN	1
コンスタンティノープル	PROPN	1
コンソール	NOUN	1
コンチータ	PROPN	1
コンテキスト	NOUN	1
コント	NOUN	1
コントラスト	NOUN	1
コントリビューション	NOUN	1
コントローラー	NOUN	1
コンドミニアム	NOUN	1
コンドル	PROPN	1
コンニャク	NOUN	1
コンバーチブル	NOUN	1
コンパニオン	NOUN	1
コンパートメント	NOUN	1
コンファレンス	NOUN	1
コンフィグ	NOUN	1
コンベアー	PROPN	1
コンボ	NOUN	1
コンポート	NOUN	1
コーエン	PROPN	1
コーガン	NOUN	1
コーク	NOUN	1
コーク	PROPN	1
コーシャ	NOUN	1
コーテーション	NOUN	1
コーディネーション	NOUN	1
コードブック	NOUN	1
コーヒ	NOUN	1
コーポレート	NOUN	1
コーラ	PROPN	1
コールセルフライ	NOUN	1
コールタール	NOUN	1
ゴシキヒワ	NOUN	1
ゴシゴシ	ADV	1
ゴシップ	NOUN	1
ゴジラ	PROPN	1
ゴタゴタ	ADJ	1
ゴタゴタ	NOUN	1
ゴチャゴチャ	ADV	1
ゴトン	NOUN	1
ゴトン	PROPN	1
ゴブリン	PROPN	1
ゴボウ	NOUN	1
ゴミバケツ	NOUN	1
ゴミ出し	VERB	1
ゴミ捨て	NOUN	1
ゴムバンド	NOUN	1
ゴムボート	NOUN	1
ゴルバチョフ	PROPN	1
ゴルファー	PROPN	1
ゴロ	NOUN	1
ゴロウ	PROPN	1
ゴロゴロ	ADJ	1
ゴワゴワ	ADV	1
ゴー	NOUN	1
ゴーっ	ADV	1
ゴーグル	PROPN	1
ゴーシ	PROPN	1
ゴージャス	PROPN	1
ゴーダ	PROPN	1
ゴート	NOUN	1
ゴーヤ	PROPN	1
ゴール	PROPN	1
ゴーレム	PROPN	1
サイ	NOUN	1
サイ	PROPN	1
サイコ	ADJ	1
サイコ	NOUN	1
サイコロ	NOUN	1
サイダー	PROPN	1
サイバー	ADJ	1
サイバースペース	NOUN	1
サイバーテロ	NOUN	1
サウサンプトン	PROPN	1
サウジアラビア	PROPN	1
サウスカロライナ	PROPN	1
サウスポー	NOUN	1
サウル	PROPN	1
サウンズ	NOUN	1
サギ	NOUN	1
サクサク	ADJ	1
サクラ	NOUN	1
サクラ	PROPN	1
サクラメント	PROPN	1
サクララテ	PROPN	1
サクランボ	NOUN	1
サケ	PROPN	1
ササっ	ADV	1
ササッ	ADV	1
サザエ	PROPN	1
サザンプトン	PROPN	1
サスペンス	NOUN	1
サタデー	NOUN	1
サダコ	NOUN	1
サダム	NOUN	1
サックス	PROPN	1
サッポー	PROPN	1
サテン	NOUN	1
サトヤマ	PROPN	1
サトル	PROPN	1
サドル	NOUN	1
サニモマケヌ	NOUN	1
サニー	PROPN	1
サハロフ	PROPN	1
サバ	NOUN	1
サバンナ	NOUN	1
サビ	NOUN	1
サビ抜き	NOUN	1
サフラン	PROPN	1
サブ	NOUN	1
サブアド	NOUN	1
サブウェイ	NOUN	1
サブフランチャイザー	NOUN	1
サブロン	NOUN	1
サプリメント	NOUN	1
サボ	VERB	1
サボる	NOUN	1
サマ	NOUN	1
サマセット	PROPN	1
サマンサ	PROPN	1
サマー	ADJ	1
サミー	NOUN	1
サミーデービスジュニア	NOUN	1
サム	PRON	1
サムネイル	NOUN	1
サヨナラ	PROPN	1
サヨナラ勝ち	NOUN	1
サラエボ	PROPN	1
サラゴサ	PROPN	1
サラダバー	NOUN	1
サラブレッド	NOUN	1
サラミピザ	NOUN	1
サラリー	NOUN	1
サラー	PROPN	1
サルサ	NOUN	1
サルタン	PROPN	1
サルファ	NOUN	1
サルマン	PROPN	1
サルモネラ	NOUN	1
サン	NOUN	1
サンクス	NOUN	1
サンクトペテルブルク	PROPN	1
サンクト・ペテルブルク	PROPN	1
サンゴ	NOUN	1
サンショウウオ	NOUN	1
サンジャシント	PROPN	1
サンスクリーン	NOUN	1
サンダー	PROPN	1
サンディ	PROPN	1
サンディエゴ	NOUN	1
サンドイッチ	PROPN	1
サンパウロ	PROPN	1
サンプリング	NOUN	1
サンベルト	NOUN	1
サンマ	NOUN	1
サンマ	PROPN	1
サン・ピエトロ	PROPN	1
サーカス	PROPN	1
サーキット	NOUN	1
サード	NOUN	1
サービス	ADJ	1
サービス	VERB	1
サーフ	NOUN	1
サーファー	NOUN	1
サーブ	VERB	1
ザ	CCONJ	1
ザアザア	PROPN	1
ザアッ	ADV	1
ザクザク	ADV	1
ザクロ	ADJ	1
ザクロ	PROPN	1
ザチャリー	PROPN	1
ザック	NOUN	1
ザック	PROPN	1
ザラザラ	ADV	1
ザル	NOUN	1
ザルツブルク	PROPN	1
ザンネン	PROPN	1
シ	NOUN	1
シ	PROPN	1
シ	VERB	1
シイタケ	NOUN	1
シェラトン	PROPN	1
シェル	NOUN	1
シェルダン	PROPN	1
シェレメーチエヴォ	PROPN	1
シェークスピア	NOUN	1
シカト	ADJ	1
シガー	PROPN	1
シスター	PROPN	1
シテ	ADV	1
シティー	NOUN	1
シドロモドロ	NOUN	1
シニカル	ADJ	1
シニック	PROPN	1
シネコン	NOUN	1
シビア	ADJ	1
シフト	VERB	1
シブー	PROPN	1
シベリアトラ	PROPN	1
シマシマ	NOUN	1
シミュレーション	NOUN	1
シャイ	PROPN	1
シャイレーンドラ	PROPN	1
シャオワン	PROPN	1
シャキシャキ	NOUN	1
シャキッ	ADV	1
シャキーラ	PROPN	1
シャスタ	PROPN	1
シャッド	PROPN	1
シャッポ	NOUN	1
シャドー	PROPN	1
シャドーイング	NOUN	1
シャネラー	NOUN	1
シャネル	PROPN	1
シャモニー	PROPN	1
シャラポア	PROPN	1
シャリ	PROPN	1
シャロン	PROPN	1
シャワ	NOUN	1
シャン	VERB	1
シャンソン	NOUN	1
シャンソン	PROPN	1
シャンプー	VERB	1
シャー	NOUN	1
シャーウッド	PROPN	1
シャープペンシル	NOUN	1
シャーペン	PROPN	1
シャーレ	PROPN	1
シャーロック	PROPN	1
シュガー	NOUN	1
シュガーレスガム	PROPN	1
シュケル	PROPN	1
シュノーケル	PROPN	1
シュバイシェン	PROPN	1
シュバイツァー	PROPN	1
シュプレー	PROPN	1
シュレッダー	VERB	1
シュレーダー	PROPN	1
シュワイツァー	PROPN	1
シュワシュワ	ADV	1
シュワシュワ	PROPN	1
シュワルツェネッガー	PROPN	1
シュンシュン	NOUN	1
シュヴァイツァー	PROPN	1
シューマイ	NOUN	1
ショウガ	NOUN	1
ショウナン	PROPN	1
ショウブ	NOUN	1
ショタ	PROPN	1
ショタコン	NOUN	1
ショット	PROPN	1
ショベル	NOUN	1
ショベルカー	NOUN	1
ショペンハウエル	PROPN	1
ショボショボ	VERB	1
ショルダー	NOUN	1
ション	NOUN	1
ショー	PROPN	1
ショーウインドー	NOUN	1
ショーケース	NOUN	1
ショートカットキー	NOUN	1
ショートケーキ	NOUN	1
ショールーム	NOUN	1
ショーン	NOUN	1
シラ	NOUN	1
シラタキ	ADV	1
シラバス	NOUN	1
シリアス	ADJ	1
シリアル	ADJ	1
シリコン	NOUN	1
シリヤ	PROPN	1
シリル	PROPN	1
シルク	ADJ	1
シルバー	NOUN	1
シルバー	PROPN	1
シルビア	PROPN	1
シルヴァ	PROPN	1
シルヴィウス	PROPN	1
シルヴィオ	PROPN	1
シロ	PROPN	1
シロアリ	PROPN	1
シロウト	NOUN	1
シロオニタケ	PROPN	1
シロクマ	PROPN	1
シワ	NOUN	1
シン	PROPN	1
シンギュラリティ	NOUN	1
シンクロ	VERB	1
シングルス	NOUN	1
シングルバー	NOUN	1
シンシア	PROPN	1
シンシナティ	PROPN	1
シンジ	NOUN	1
シンドローム	NOUN	1
シンハラ	PROPN	1
シンバル	NOUN	1
シンパ	NOUN	1
シンフォニー	NOUN	1
シー	PROPN	1
シーエー	PROPN	1
シークレット	NOUN	1
シーケンス	NOUN	1
シーズナリティ	NOUN	1
シーズンパス	NOUN	1
シーチキン	PROPN	1
シーフ	PROPN	1
シーラカンス	PROPN	1
シーラーズ	PROPN	1
シーリア	PROPN	1
ジェイ	PROPN	1
ジェイムス	PROPN	1
ジェイルハウス	NOUN	1
ジェット	PROPN	1
ジェミニ	PROPN	1
ジェラール	PROPN	1
ジェル	PROPN	1
ジェレミ	PROPN	1
ジェレミー	PROPN	1
ジェント	NOUN	1
ジェーソン	PROPN	1
ジェームズグルード	PROPN	1
ジエチル	NOUN	1
ジオキャッシング	NOUN	1
ジカウイルス	NOUN	1
ジグ	NOUN	1
ジグソー	NOUN	1
ジダン	PROPN	1
ジッパー	NOUN	1
ジフテリア	NOUN	1
ジブ	NOUN	1
ジブリ	NOUN	1
ジプシー	NOUN	1
ジャイルズ	PROPN	1
ジャカルタ	PROPN	1
ジャクージ	PROPN	1
ジャグリング	VERB	1
ジャコウネコ	PROPN	1
ジャコブ	PROPN	1
ジャス	PROPN	1
ジャスティン	NOUN	1
ジャスパー	PROPN	1
ジャスミン	NOUN	1
ジャッキ	NOUN	1
ジャッキ	PROPN	1
ジャッボーン	PROPN	1
ジャニーズ	NOUN	1
ジャブジャブ	NOUN	1
ジャマ	NOUN	1
ジャリ	PROPN	1
ジャリジャリ	VERB	1
ジャン	NOUN	1
ジャンクション	NOUN	1
ジャンスキー	PROPN	1
ジャンバー	NOUN	1
ジャンパー	NOUN	1
ジャージ	NOUN	1
ジャーン	NOUN	1
ジャーン	PROPN	1
ジュエリー	NOUN	1
ジュテーム	NOUN	1
ジュテーム	PROPN	1
ジュデイー	PROPN	1
ジュピター	PROPN	1
ジュラシック	NOUN	1
ジュワジュワ	ADV	1
ジューシー	ADJ	1
ジューノ	PROPN	1
ジューブズ	PROPN	1
ジョアン	PROPN	1
ジョッキ	PROPN	1
ジョッキー	NOUN	1
ジョッキー	PROPN	1
ジョット	PROPN	1
ジョディ	PROPN	1
ジョナサン	PROPN	1
ジョナス	PROPN	1
ジョブ	NOUN	1
ジョブズ	NOUN	1
ジョンカボット	PROPN	1
ジョンケネディ	PROPN	1
ジョンテル	PROPN	1
ジョヴァンニカボート	PROPN	1
ジリジリ	VERB	1
ジルヴァーナ	PROPN	1
ジロウ	PROPN	1
ジワジワ	ADV	1
ジン	PROPN	1
ジンクス	NOUN	1
ジンベイザメ	NOUN	1
ジンベイザメ	PROPN	1
ジンライム	NOUN	1
ジージャン	NOUN	1
ジーッと	ADV	1
ジーパン	NOUN	1
ス	NOUN	1
ス	PART	1
ス	PROPN	1
スイスイ	ADJ	1
スイスイ	ADV	1
スイセン	NOUN	1
スイレン	NOUN	1
スウィッチ	NOUN	1
スウィフト	PROPN	1
スウィート	PROPN	1
スエード	NOUN	1
スカウト	VERB	1
スカスカ	NOUN	1
スカパー	PROPN	1
スカンク	INTJ	1
スカーフ	PROPN	1
スキッド	NOUN	1
スキッパー	NOUN	1
スキップ	NOUN	1
スキップ	VERB	1
スキャナー	NOUN	1
スキューバ	ADJ	1
スキューバ	VERB	1
スキンケア	NOUN	1
スキンシップ	NOUN	1
スキーウェア	NOUN	1
スギ	NOUN	1
スクショ	NOUN	1
スクラップ	NOUN	1
スクラム	NOUN	1
スクランブル	PROPN	1
スクリプト	NOUN	1
スクリャービン	PROPN	1
スクーナー	PROPN	1
スクープ	NOUN	1
スクープ	VERB	1
スクーラー	PROPN	1
スグリ	NOUN	1
スケッチ	NOUN	1
スケッチブック	NOUN	1
スケルトン	PROPN	1
スケート	VERB	1
スケープゴート	NOUN	1
スコット	NOUN	1
スコップ	NOUN	1
スコール	NOUN	1
スコーン	NOUN	1
スゴい	ADJ	1
スゴイ	ADV	1
スゴイ	NOUN	1
スザンヌ	NOUN	1
スズメバチ	PROPN	1
スタイン	NOUN	1
スタック	NOUN	1
スタッドレス	NOUN	1
スタディ	NOUN	1
スタミナ	NOUN	1
スタローン	PROPN	1
スタントマン	NOUN	1
スタンバイ	VERB	1
スタンプ	NOUN	1
スター	PROPN	1
スターリン	PROPN	1
スチブンソン	PROPN	1
スチュワート	PROPN	1
スチル	NOUN	1
スチロール	NOUN	1
スッカラカン	NOUN	1
スッテンテン	NOUN	1
スッポン	NOUN	1
スッポン	PROPN	1
スティック	NOUN	1
スティブ	NOUN	1
スティービー	PROPN	1
スティーブ	NOUN	1
スティーヴ	PROPN	1
スティーヴン	PROPN	1
ステイ	VERB	1
ステキ	ADJ	1
ステディ	NOUN	1
ステラ	NOUN	1
ステンレス	NOUN	1
ステーション	NOUN	1
ステータス	NOUN	1
ステート	NOUN	1
スト	ADJ	1
ストックホルム	PROPN	1
ストップ	NOUN	1
ストップウオッチ	NOUN	1
ストライク	NOUN	1
ストラスブール	PROPN	1
ストラットフォード	PROPN	1
ストラップ	NOUN	1
ストラップレス	NOUN	1
ストラップレスドレス	NOUN	1
ストレッチャー	NOUN	1
ストレージ	NOUN	1
ストレート	AUX	1
ストレート	NOUN	1
ストロガノフ	PROPN	1
ストロベリー	PROPN	1
ストロボ	NOUN	1
ストーキング	VERB	1
ストーン	PROPN	1
スノボ	NOUN	1
スノボ	PROPN	1
スノボー	PROPN	1
スノーケル	PROPN	1
スバル	NOUN	1
スパイク	NOUN	1
スパイク	PROPN	1
スパイス	ADJ	1
スパイダー	NOUN	1
スパイダーマン	NOUN	1
スパゲッティー	NOUN	1
スパゲティー	NOUN	1
スパニッシュ	NOUN	1
スパン	NOUN	1
スパート	NOUN	1
スピアーズ	NOUN	1
スピデ	NOUN	1
スピノザ	PROPN	1
スピリチュアル	NOUN	1
スピリッツ	NOUN	1
スピリット	NOUN	1
スピルバーグ	PROPN	1
スピードアップ	NOUN	1
スピードアップ	VERB	1
スプリンクラー	PROPN	1
スプリングフィールド	NOUN	1
スプレッド	NOUN	1
スプートニク	NOUN	1
スペクトル	NOUN	1
スペシャルデー	NOUN	1
スペリング	NOUN	1
スペード	NOUN	1
スポイル	VERB	1
スポットライト	NOUN	1
スポロアウト	PROPN	1
スポークスマン	PROPN	1
スポーツ	VERB	1
スポーン	VERB	1
スマイル	NOUN	1
スマイルズ	NOUN	1
スマブラ	NOUN	1
スモア	NOUN	1
スモック	NOUN	1
スモモ	NOUN	1
スライス	ADJ	1
スライディング	NOUN	1
スライド	VERB	1
スラスト	NOUN	1
スラスラ	ADJ	1
スラスラ	NOUN	1
スラッ	ADV	1
スラッピー	PROPN	1
スラヴ	NOUN	1
スリ	ADJ	1
スリッパ	PROPN	1
スリップ	NOUN	1
スリム	PROPN	1
スリラー	NOUN	1
スリー	ADJ	1
スリー	PROPN	1
スレ	NOUN	1
スレタイ	NOUN	1
スレーター	PROPN	1
スレート	NOUN	1
スロープ	NOUN	1
スローン	PROPN	1
スローンズ	NOUN	1
スワヒリ	PROPN	1
スワン	PROPN	1
スーザン	NOUN	1
スースー	PROPN	1
スーパーゴーリー	NOUN	1
スーパーソニック	NOUN	1
ズガナ	PROPN	1
ズキン	ADV	1
ズキンズキン	ADV	1
ズシッ	ADV	1
ズズ	PROPN	1
ズタズタ	ADJ	1
ズッ	ADJ	1
ズバッ	ADV	1
ズバリ	ADV	1
ズバリ	NOUN	1
ズブズブ	PROPN	1
ズラッ	ADV	1
ズル	NOUN	1
ズルい	ADJ	1
ズルズル	PROPN	1
ズンバ	ADV	1
ズーム	NOUN	1
ズールー	PROPN	1
セイカ	PROPN	1
セイコ	PROPN	1
セイジ	PROPN	1
セイフティ	NOUN	1
セイリング	NOUN	1
セガ	PROPN	1
セキュア	ADJ	1
セキュリティー	NOUN	1
セク	NOUN	1
セクシャル	NOUN	1
セクショナリズム	NOUN	1
セクター	NOUN	1
セクハラ	VERB	1
セゴビア	PROPN	1
セザンヌ	PROPN	1
セバティック	PROPN	1
セファ	PROPN	1
セブン	NOUN	1
セブンイレブン	NOUN	1
セマンティクス	NOUN	1
セミコロン	NOUN	1
セミタリー	NOUN	1
セラー	NOUN	1
セルゲイヴィッチ	PROPN	1
セルマ	PROPN	1
セレブ	NOUN	1
セロハン	NOUN	1
セロリ	NOUN	1
センキュ	PROPN	1
センティナル	NOUN	1
セントヘレナ	PROPN	1
セントヘレンズ	PROPN	1
センブリ	NOUN	1
セーキ	NOUN	1
セーター	ADJ	1
セーフ	ADJ	1
セーフティ	NOUN	1
セーブ	VERB	1
セーラ	PROPN	1
セーリング	NOUN	1
セーリング	VERB	1
セール	VERB	1
セーレム	PROPN	1
セ氏	NOUN	1
ゼ	NOUN	1
ゼィリ	PROPN	1
ゼッタイ	PROPN	1
ゼネスト	NOUN	1
ゼネラル	NOUN	1
ゼミナール	NOUN	1
ゼラチン	NOUN	1
ゼリー	PROPN	1
ゼロ	ADV	1
ゼン	PROPN	1
ゼーゼー	PROPN	1
ソアレズ	PROPN	1
ソウイチロウ	PROPN	1
ソクラテス	NOUN	1
ソシャゲ	PROPN	1
ソチオリンピック	NOUN	1
ソニア	PROPN	1
ソビエトロジスト	NOUN	1
ソフィ	NOUN	1
ソフイー	PROPN	1
ソプラノ	NOUN	1
ソマリア	PROPN	1
ソルト	NOUN	1
ソルト・レイク	NOUN	1
ソレ	NOUN	1
ソレ	PROPN	1
ソレイユ	NOUN	1
ソレノイド	NOUN	1
ソロ	NOUN	1
ソロナンバー	NOUN	1
ソロバン	NOUN	1
ソロモン	PROPN	1
ソングライター	NOUN	1
ソー	PROPN	1
ソーク	PROPN	1
ソーサー	NOUN	1
ソーシャル	NOUN	1
ソーセージ	PROPN	1
ソード	NOUN	1
ソープ	NOUN	1
ソーヤー	PROPN	1
ゾクッ	ADV	1
ゾロ目	NOUN	1
タ	NOUN	1
タ	PROPN	1
タイガー	NOUN	1
タイピングミス	NOUN	1
タイポ	VERB	1
タイマン	NOUN	1
タイムリー	NOUN	1
タイレル	PROPN	1
タエ	PROPN	1
タオル	PROPN	1
タカ	NOUN	1
タカコ	NOUN	1
タカシ	PROPN	1
タクシ	NOUN	1
タクシン	PROPN	1
タクヤ	PROPN	1
タグライン	NOUN	1
タケシ	NOUN	1
タケノコ	PROPN	1
タコ	VERB	1
タコス	ADJ	1
タコス	PROPN	1
タコパ	NOUN	1
タシュケント	PROPN	1
タジク	PROPN	1
タジタジ	ADJ	1
タスク	NOUN	1
タスマニア	PROPN	1
タダ	PROPN	1
タックス	NOUN	1
タッソー	PROPN	1
タッチダウン	NOUN	1
タッド	PROPN	1
タツヤ	PROPN	1
タトゥー	VERB	1
タトエバプロジェクト	PROPN	1
タトエバホームページ	NOUN	1
タニンナ	PROPN	1
タバスコ	NOUN	1
タピオカ	NOUN	1
タフガイ	ADJ	1
タフネゴシエータ	PROPN	1
タブー	PROPN	1
タマコ	PROPN	1
タマレ	NOUN	1
タマレス	PROPN	1
タラタラ	PART	1
